,Title,Artist,Top Genre,Energy,Danceability,Loudness (dB),Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity,Genre
26712,ヒュッゲ,SHIKI THEATRE COMPANY,disney,0.434,0.562,-7.244,0.26,0.484,397973,0.614,0.417,19,Children's/Disney
26713,When You Wish Upon a Star (From 'Pinocchio'),The Harp and the Piano,disney,0.00738,0.744,-31.114,0.106,0.526,61989,0.995,0.0904,20,Children's/Disney
26714,"The Ballad of the Lonesome Cowboy (from ""Toy Story"")",The Sleep Diaries,disney,0.0702,0.48,-19.369,0.126,0.184,136303,0.914,0.0607,20,Children's/Disney
26715,What Else Can I Do?,Little Piano Player,disney,0.0314,0.418,-26.725,0.141,0.141,192703,0.995,0.049,20,Children's/Disney
26716,"I will Go Sailing No More (from ""Toy Story"")",The Sleep Diaries,disney,0.00478,0.415,-26.51,0.11,0.587,152838,0.994,0.0513,20,Children's/Disney
26717,Arabian yöt (2019),Joonas Saartamo,disney,0.581,0.45,-7.806,0.118,0.463,193084,0.496,0.04,19,Children's/Disney
26718,Atlantic City - Soundtrack Version,Randy Newman,disney,0.23,0.654,-14.256,0.168,0.614,134440,0.556,0.0317,20,Children's/Disney
26719,Un vrai garçon,Chorus of Pinocchio,disney,0.218,0.371,-16.201,0.104,0.244,102320,0.927,0.0347,19,Children's/Disney
26720,Let Me Be Good to You,Walt's Piano;Walt's Strings,disney,0.0919,0.522,-17.084,0.0931,0.321,156567,0.989,0.0416,20,Children's/Disney
26721,Bloody Well Right (From Disney's 'Cruella'),Tranquility Piano,disney,0.0505,0.464,-25.482,0.0964,0.144,102592,0.967,0.0406,19,Children's/Disney
26722,"Tod dem Biest - aus ""Die Schöne und das Biest""/Deutscher Film-Soundtrack",Peter Edelmann;Chorus,disney,0.515,0.499,-16.027,0.0853,0.494,209400,0.75,0.251,19,Children's/Disney
26723,"Un Poco Loco - z filmu ""Coco""",Michal Rosinski;Maciej Stuhr,disney,0.519,0.601,-9.97,0.188,0.598,113213,0.552,0.11,19,Children's/Disney
26724,Wenn ich erst groß bin - Instrumental,Kristen Anderson-Lopez;Robert Lopez,disney,0.142,0.608,-10.124,0.101,0.422,112560,0.796,0.0476,19,Children's/Disney
26725,"Sheeta's Decision (from ""Laputa - Castle In The Sky"")",David Healer,disney,0.0514,0.436,-22.03,0.0918,0.226,137301,0.99,0.0448,20,Children's/Disney
26726,Fireworks,Alan Menken;Disney,disney,0.127,0.309,-17.272,0.184,0.0883,37680,0.589,0.043,21,Children's/Disney
26727,Blow the Man Down,Mickey Mouse;The Gooey Fish,disney,0.552,0.725,-9.03,0.101,0.975,117906,0.321,0.027,43,Children's/Disney
26728,Ik Heb Je Lief,Vajen van den Bosch,disney,0.232,0.468,-11.193,0.356,0.268,177313,0.943,0.0319,19,Children's/Disney
26729,Sweet Dreams,Cameron's Bedtime Classics,disney,0.0132,0.854,-17.821,0.12,0.316,218951,0.993,0.121,19,Children's/Disney
26730,I'll Be Home,Randy Newman,disney,0.0549,0.469,-23.264,0.112,0.136,168293,0.932,0.0286,20,Children's/Disney
26731,"Lullaby - From ""James and the Giant Peach"" / Score",Randy Newman,disney,0.0684,0.234,-26.345,0.103,0.0392,117053,0.96,0.043,19,Children's/Disney
26732,Ship At Sea,Alan Menken,disney,0.246,0.332,-14.859,0.344,0.0901,154626,0.919,0.0319,21,Children's/Disney
26733,Das Haus weiß es,Germaine Franco,disney,0.204,0.179,-14.463,0.0832,0.0455,88640,0.933,0.0377,19,Children's/Disney
26734,The Scare Floor,Randy Newman,disney,0.355,0.584,-9.782,0.106,0.399,161333,0.495,0.0281,20,Children's/Disney
26735,"Why Grumpy, You Do Care",Frank Churchill;Leigh Harline;Larry Morey,disney,0.0768,0.324,-20.102,0.323,0.242,127626,0.946,0.0396,20,Children's/Disney
26736,Die Kerze,Germaine Franco,disney,0.336,0.18,-13.151,0.31,0.0342,200093,0.606,0.0425,19,Children's/Disney
26737,"Man Returns - From ""Bambi""/Score",Larry Morey;Frank Churchill;Ed Plumb,disney,0.229,0.239,-19.128,0.633,0.519,123533,0.845,0.0454,20,Children's/Disney
26738,"Fire / Reunion / Finale - From ""Bambi""/Soundtrack Version",Frank Churchill;Ed Plumb;Larry Morey,disney,0.296,0.151,-17.31,0.0767,0.176,336946,0.824,0.0373,20,Children's/Disney
26739,Bring os ære,Pernille Højgaard;Pernille Bruun;Malene Nordtorp;Ghita Nørby;Airborne,disney,0.448,0.546,-10.395,0.0913,0.695,182240,0.272,0.0338,20,Children's/Disney
26740,Back on My Feet Again - 2002 Remaster,Randy Newman,disney,0.568,0.74,-10.676,0.0745,0.855,201600,0.633,0.0286,21,Children's/Disney
26741,Ciclo Sem Fim/Nants' Ingonyama,Débora Gonçalves;Lebo M.,disney,0.482,0.415,-7.932,0.274,0.346,241800,0.309,0.0362,19,Children's/Disney
26742,Little Bo Peep - Original Mix,Cameron's Bedtime Classics,disney,0.222,0.617,-16.841,0.112,0.3,56666,0.989,0.0432,20,Children's/Disney
26743,You're Never Too Old To Be Young,The Dwarf Chorus,disney,0.178,0.831,-19.349,0.105,0.786,199773,0.962,0.0544,20,Children's/Disney
26744,It Was Me,Germaine Franco,disney,0.0798,0.37,-16.654,0.144,0.182,80813,0.899,0.0292,19,Children's/Disney
26745,"Main Titles - The Little Mermaid - From ""The Little Mermaid""/Score",Alan Menken;Disney,disney,0.293,0.189,-14.654,0.266,0.14,86186,0.871,0.0368,21,Children's/Disney
26746,Antonios röst,Germaine Franco,disney,0.321,0.424,-11.358,0.106,0.213,134786,0.501,0.0613,19,Children's/Disney
26747,The Carnival of the Animals: Hens and Roosters (feat. Nina Flyer & Chie Nagatani),David Ogden Stiers;Chie Nagatani;Nina Flyer,disney,0.169,0.703,-18.958,0.159,0.195,57731,0.98,0.119,19,Children's/Disney
26748,Mirabel is vastberaden,Germaine Franco,disney,0.0296,0.158,-20.019,0.152,0.0298,95946,0.812,0.035,19,Children's/Disney
26749,"The Stroke Of Midnight / Thank You Fairy Godmother - From ""Cinderella"" / Score Version",Oliver Wallace;Mack David;Al Hoffman;Jerry Livingston,disney,0.303,0.292,-15.696,0.168,0.193,125480,0.969,0.0589,20,Children's/Disney
26750,Down to the Sea,Jodi Benson;Samuel E. Wright;Rob Paulsen;Clancy Brown;Kay E Kuter,disney,0.44,0.387,-10.937,0.138,0.582,212146,0.727,0.0872,49,Children's/Disney
26751,Jasmine Meets Prince Anders,Alan Menken,disney,0.0613,0.257,-21.991,0.0873,0.107,34878,0.946,0.0393,37,Children's/Disney
26752,A Thousand Years - Piano & Cello,Benny Martin;The Wong Janice,disney,0.0835,0.295,-19.57,0.11,0.103,303500,0.988,0.036,39,Children's/Disney
26753,W-V 2000 - Instrumental,Kristen Anderson-Lopez;Robert Lopez;The Math Club,disney,0.571,0.285,-7.216,0.142,0.147,34213,0.19,0.0427,32,Children's/Disney
26755,Noble Maiden Fair,Walt's Piano,disney,0.0119,0.645,-29.853,0.102,0.277,149538,0.993,0.0507,19,Children's/Disney
26756,A Cosy Bed for Ted,Drowsy Teddy,disney,0.0106,0.248,-20.938,0.0734,0.292,49333,0.996,0.0411,19,Children's/Disney
26757,讃えよ、我らが女王を,SHIKI THEATRE COMPANY,disney,0.175,0.244,-16.93,0.108,0.148,89786,0.953,0.0407,19,Children's/Disney
26758,サザンアイルズのハンス,SHIKI THEATRE COMPANY,disney,0.226,0.457,-11.606,0.324,0.376,92266,0.891,0.0546,19,Children's/Disney
26759,誰でも完璧じゃない,SHIKI THEATRE COMPANY,disney,0.627,0.45,-7.352,0.056,0.611,237880,0.355,0.182,19,Children's/Disney
26760,New Day,Cameron's Bedtime Classics,disney,0.108,0.364,-17.717,0.106,0.0622,210392,0.976,0.0482,19,Children's/Disney
26761,Ballada 07,Grzegorz Markowski,disney,0.479,0.498,-7.251,0.229,0.281,216640,0.629,0.0251,19,Children's/Disney
26762,Do You Wanna Build A Snowman,Kindy Corner,disney,0.0216,0.629,-20.836,0.139,0.658,54782,0.995,0.0978,19,Children's/Disney
26763,Kelvingrove (The Summons),Jon Sarta,disney,0.0401,0.455,-24.117,0.0905,0.399,199493,0.995,0.0937,19,Children's/Disney
26764,BINGO,Cameron's Bedtime Classics,disney,0.34,0.667,-14.707,0.1,0.263,62694,0.826,0.0724,19,Children's/Disney
26765,Go the Distance,Alan Menken;David Zippel;Jonathan Antoine;Royal Philharmonic Orchestra;Chris Walden,disney,0.602,0.358,-5.059,0.0598,0.318,254640,0.782,0.0344,20,Children's/Disney
26766,Carousel,Cameron's Bedtime Classics,disney,0.06,0.446,-19.25,0.0978,0.0383,192467,0.981,0.0298,19,Children's/Disney
26767,Golden Dreams,Jon Sarta,disney,0.158,0.65,-18.728,0.113,0.276,102912,0.968,0.0386,19,Children's/Disney
26768,Quiet Afternoon,Cameron's Bedtime Classics,disney,0.0996,0.737,-17.843,0.105,0.52,134042,0.989,0.0428,19,Children's/Disney
26769,Love Story (You and Me),Randy Newman,disney,0.14,0.277,-17.253,0.0708,0.155,202533,0.932,0.0476,20,Children's/Disney
26770,Love Is a Song,Jon Sarta,disney,0.0858,0.698,-18.944,0.159,0.155,184203,0.992,0.0548,19,Children's/Disney
26771,Steps,Cameron's Bedtime Classics,disney,0.164,0.768,-16.948,0.102,0.406,168250,0.982,0.0445,19,Children's/Disney
26772,Alphabet Song,Cameron's Bedtime Classics,disney,0.196,0.686,-15.67,0.116,0.39,87197,0.907,0.0424,19,Children's/Disney
26773,Prins Ali,Gaute Adela Aastorp Cudjoe,disney,0.77,0.431,-4.494,0.141,0.321,209666,0.143,0.182,19,Children's/Disney
26774,Polly Wolly Doodle,George Bruns,disney,0.513,0.685,-9.72,0.0976,0.964,135840,0.687,0.035,19,Children's/Disney
26775,The Wheels on the Bus,Cameron's Bedtime Classics,disney,0.215,0.662,-15.401,0.0938,0.847,96967,0.66,0.0607,19,Children's/Disney
26776,"All is Found (From ""Frozen 2"")",The Harp and the Piano,disney,0.021,0.447,-25.758,0.115,0.323,84857,0.984,0.061,20,Children's/Disney
26777,"The Flik Machine - From ""A Bug's Life""",Randy Newman,disney,0.542,0.573,-8.72,0.254,0.592,174106,0.379,0.0291,20,Children's/Disney
26778,'Til Him,Nathan Lane;Matthew Broderick;The Producers Ensemble,disney,0.205,0.306,-15.206,0.762,0.266,222146,0.933,0.0486,20,Children's/Disney
26780,Virginia Company (Reprise),Coro - Pocahontas,disney,0.336,0.375,-14.114,0.229,0.585,35680,0.756,0.0669,19,Children's/Disney
26781,Circus Bugs - Score,Randy Newman,disney,0.305,0.225,-13.505,0.182,0.35,87186,0.778,0.0448,19,Children's/Disney
26782,"Good News - From ""James and the Giant Peach"" / Soundtrack Version",Randy Newman,disney,0.83,0.746,-8.609,0.0762,0.661,260053,0.247,0.0426,19,Children's/Disney
26783,"Le Festin (From ""Ratatouille"")",Billboard Baby Lullabies,disney,0.138,0.618,-18.0,0.132,0.0774,196172,0.993,0.0668,19,Children's/Disney
26784,"To The Fair - From ""Beauty and the Beast""/Score",Alan Menken;Disney,disney,0.095,0.458,-25.634,0.323,0.401,118306,0.934,0.0366,20,Children's/Disney
26785,Prologue,Donna Murphy;Delaney Stein,disney,0.179,0.276,-16.543,0.172,0.181,122333,0.859,0.0326,19,Children's/Disney
26786,Let It Snow! Let It Snow! Let It Snow!,Donald Duck;Daisy Duck,disney,0.617,0.588,-6.342,0.203,0.621,173746,0.395,0.156,20,Children's/Disney
26787,"Puhu hiljaa rakkaudesta (Speak Softly, Love)",Waltteri Torikka,disney,0.261,0.182,-10.86,0.305,0.279,188133,0.944,0.0317,19,Children's/Disney
26788,"Awakening - From ""Sleeping Beauty""/Score",George Bruns,disney,0.0596,0.34,-17.785,0.0961,0.0375,164306,0.978,0.0302,19,Children's/Disney
26789,Mary Mary Quite Contrary - Original Mix,Cameron's Bedtime Classics,disney,0.259,0.797,-15.188,0.113,0.476,43000,0.921,0.0624,19,Children's/Disney
26791,Little Jack Horner - Original Mix,Cameron's Bedtime Classics,disney,0.137,0.495,-17.15,0.109,0.271,58826,0.968,0.0468,19,Children's/Disney
26792,The Bells of Notre Dame,David Ogden Stiers;Tony Jay;Paul Kandel;Chorus - The Hunchback Of Notre Dame,disney,0.222,0.362,-18.202,0.643,0.266,382666,0.842,0.0622,19,Children's/Disney
26793,Paris Night,George Bruns,disney,0.0239,0.244,-27.871,0.123,0.0503,175720,0.963,0.0407,19,Children's/Disney
26794,Åpne øynene,Germaine Franco,disney,0.108,0.236,-16.376,0.127,0.0631,196213,0.861,0.0369,18,Children's/Disney
26795,Złowieszcze Tango,Germaine Franco,disney,0.187,0.423,-12.164,0.26,0.519,162440,0.598,0.0385,19,Children's/Disney
26796,The Carnival of the Animals: Fossils (feat. Nina Flyer & Chie Nagatani),David Ogden Stiers;Chie Nagatani;Nina Flyer,disney,0.22,0.722,-18.145,0.106,0.887,120765,0.965,0.0706,19,Children's/Disney
26797,Bruno's toren,Germaine Franco,disney,0.0614,0.162,-28.258,0.151,0.0329,52466,0.776,0.0464,19,Children's/Disney
26798,Parting Gifts & New Horizons,Randy Newman,disney,0.111,0.187,-15.168,0.2,0.036,305200,0.9,0.0388,19,Children's/Disney
26799,The Goose Steps High,George Bruns,disney,0.0907,0.889,-22.56,0.0989,0.413,132586,0.921,0.0905,19,Children's/Disney
26800,Lovely - Piano & Cello,Benny Martin;The Wong Janice,disney,0.152,0.307,-16.993,0.148,0.167,180931,0.983,0.035,38,Children's/Disney
26801,El Latido de mi Corazón,Luis Ángel Gómez Jaramillo,disney,0.371,0.4,-6.675,0.203,0.444,121670,0.831,0.0643,46,Children's/Disney
26803,Right Here Waiting (Piano Version),Magic Piano Covers,disney,0.204,0.243,-22.951,0.127,0.305,164500,0.988,0.0534,38,Children's/Disney
26804,Chama Por Mim,Pedro Gonçalves,disney,0.633,0.656,-7.093,0.179,0.473,189428,0.367,0.0375,19,Children's/Disney
26805,Into the Unknown - Instrumental,Kristen Anderson-Lopez;Robert Lopez,disney,0.487,0.335,-10.481,0.0949,0.118,196495,0.864,0.0461,43,Children's/Disney
26806,I'm Late,Cameron's Bedtime Classics,disney,0.319,0.332,-17.02,0.103,0.0685,139673,0.968,0.0466,18,Children's/Disney
26807,Rag Doll Kittens,Piano Radiance,disney,0.0534,0.342,-21.118,0.218,0.363,96632,0.994,0.0312,19,Children's/Disney
26808,Die Geschichte der Lampe,Peer Augustinski,disney,0.436,0.457,-20.289,0.357,0.724,82120,0.833,0.872,19,Children's/Disney
26809,"Defying Gravity (From ""Wicked"")",Benny Martin,disney,0.234,0.378,-13.503,0.16,0.206,231029,0.981,0.0381,19,Children's/Disney
26810,Waiting on a Miracle,Little Piano Player,disney,0.00901,0.251,-28.152,0.105,0.259,116621,0.986,0.0482,19,Children's/Disney
26811,We Don't Talk About Bruno - Reprise,Little Piano Player,disney,0.0721,0.68,-25.957,0.145,0.366,86209,0.986,0.0511,19,Children's/Disney
26812,Driving Home for Christmas,Leonardo Holmes,disney,0.0336,0.406,-24.086,0.0999,0.151,114839,0.989,0.0384,21,Children's/Disney
26813,Alouette Pt.2,Kindy Corner,disney,0.0111,0.728,-34.184,0.085,0.0,47946,0.995,0.129,19,Children's/Disney
26814,Mozart-Twinkle Twinkle Little Star(Lullaby),David Healer,disney,0.222,0.431,-15.299,0.108,0.467,187560,0.94,0.109,18,Children's/Disney
26815,Execution,Alan Menken,disney,0.22,0.0995,-17.168,0.0919,0.0771,96906,0.952,0.0396,20,Children's/Disney
26816,All Of Me,Cameron's Bedtime Classics,disney,0.0643,0.734,-23.702,0.0965,0.28,195633,0.991,0.0894,19,Children's/Disney
26817,Beauty and the Beast (from 'Beauty and the Beast'),Piano Sunday,disney,0.125,0.443,-18.656,0.114,0.119,230198,0.986,0.0321,18,Children's/Disney
26818,De Glimlach Van Een Kind,René van Kooten,disney,0.442,0.419,-11.646,0.173,0.216,181877,0.747,0.0386,18,Children's/Disney
26819,Askelta edellä,Sami Aarva;Kuoro - Aladdin,disney,0.383,0.572,-13.111,0.693,0.647,142733,0.618,0.0792,19,Children's/Disney
26820,My Bonnie,Jon Sarta,disney,0.0683,0.662,-18.923,0.108,0.319,142549,0.994,0.0351,19,Children's/Disney
26821,Der Fluss,Germaine Franco,disney,0.0126,0.378,-31.024,0.109,0.068,87200,0.966,0.0396,19,Children's/Disney
26822,Rockabye Baby,Cameron's Bedtime Classics,disney,0.323,0.652,-13.64,0.0809,0.378,78133,0.812,0.0721,18,Children's/Disney
26823,Take Me Out to the Ball Game,Goofy,disney,0.599,0.627,-5.839,0.0831,0.751,99200,0.695,0.0975,19,Children's/Disney
26824,"True Love's Kiss (from ""Enchanted"")",The Sleep Diaries,disney,0.0364,0.376,-21.334,0.115,0.423,142108,0.934,0.044,19,Children's/Disney
26825,Warmth,Cameron's Bedtime Classics,disney,0.0934,0.671,-18.007,0.0843,0.508,155395,0.978,0.0365,19,Children's/Disney
26826,See It For Yourself,Heléne Lundström,disney,0.349,0.759,-8.561,0.451,0.59,136853,0.512,0.0307,19,Children's/Disney
26827,The Itsy Bitsy Spider,Cameron's Bedtime Classics,disney,0.252,0.355,-13.554,0.116,0.609,70453,0.924,0.0356,19,Children's/Disney
26828,I Don't Know How to Love Him,René van Kooten,disney,0.249,0.551,-12.054,0.137,0.109,200551,0.373,0.0282,18,Children's/Disney
26829,O Que Está Certo,Cátia Moreira,disney,0.109,0.414,-12.547,0.607,0.141,216773,0.798,0.0413,19,Children's/Disney
26830,Havregryn,Laus Høybye;Krummerne,disney,0.594,0.807,-10.441,0.114,0.853,176733,0.0687,0.0292,19,Children's/Disney
26831,Cały świat - Radio Edit,Kuba Jurzyk,disney,0.507,0.581,-8.021,0.093,0.458,180318,0.0496,0.0326,19,Children's/Disney
26832,"A Dream Is a Wish Your Heart Makes (from ""Cinderella"")",Jartisto,disney,0.0971,0.429,-23.984,0.14,0.316,148544,0.99,0.0474,18,Children's/Disney
26833,Prologo,Gio’ Gio’ Rapattoni;Lucrezia Cesari,disney,0.152,0.171,-16.515,0.226,0.11,122493,0.935,0.031,18,Children's/Disney
26834,Old McDonald,Cameron's Bedtime Classics,disney,0.234,0.65,-12.867,0.116,0.508,93284,0.908,0.0533,19,Children's/Disney
26835,South Beach Sunset,Fred Mollin,disney,0.103,0.387,-18.815,0.332,0.141,207866,0.988,0.034,18,Children's/Disney
26836,Pela Primeira Vez Para Sempre (Reprise),Isabel Jacobetty;Ana Encarnação,disney,0.299,0.383,-9.42,0.118,0.318,149773,0.817,0.0345,19,Children's/Disney
26837,Ten Green Bottles - Original Mix,Cameron's Bedtime Classics,disney,0.274,0.829,-15.798,0.109,0.642,34240,0.897,0.137,19,Children's/Disney
26838,Bang! Goes Old Betsy,George Bruns,disney,0.436,0.615,-10.303,0.0864,0.964,122840,0.504,0.0382,19,Children's/Disney
26839,See Saw Margey Daw - Original Mix,Cameron's Bedtime Classics,disney,0.241,0.432,-19.258,0.129,0.238,42906,0.984,0.197,19,Children's/Disney
26840,If You're Happy and You Know it Clap Your Hands - Original Mix,Cameron's Bedtime Classics,disney,0.338,0.649,-13.893,0.101,0.58,44786,0.713,0.0766,18,Children's/Disney
26841,Little Miss Muffet - Original Mix,Cameron's Bedtime Classics,disney,0.185,0.467,-17.553,0.103,0.51,53640,0.963,0.0551,19,Children's/Disney
26842,Haunted Rockin' Street - Edited Version,Tokyo Disneyland,disney,0.816,0.317,-7.44,0.304,0.411,244565,0.000454,0.114,19,Children's/Disney
26844,Der løver sover søtt,Nils Jørgen Kaalstad;Anders Bye,disney,0.378,0.668,-14.998,0.299,0.855,84720,0.808,0.215,19,Children's/Disney
26845,The Rat's Lair,Germaine Franco,disney,0.202,0.502,-19.155,0.077,0.305,81466,0.835,0.0578,19,Children's/Disney
26846,Overture - Mary Poppins - Instrumental,Richard M. Sherman;Robert B. Sherman,disney,0.254,0.357,-15.776,0.0734,0.325,246546,0.698,0.0398,19,Children's/Disney
26847,O skok (repryza 2),Marcin Franc,disney,0.14,0.234,-14.465,0.1,0.0772,66417,0.926,0.0377,19,Children's/Disney
26848,Vragen bij het ontbijt,Germaine Franco,disney,0.102,0.497,-23.235,0.0947,0.12,85866,0.891,0.0536,19,Children's/Disney
26849,Czy to drżenie znasz?,Bartosz Opania,disney,0.405,0.455,-13.489,0.202,0.654,105720,0.927,0.209,19,Children's/Disney
26851,Breaking In,Alan Menken,disney,0.478,0.203,-13.208,0.101,0.178,106643,0.148,0.0423,36,Children's/Disney
26852,The Wedding,Alan Menken,disney,0.727,0.359,-8.003,0.0694,0.173,71699,0.0347,0.0557,34,Children's/Disney
26853,"Hakuna Matata (From ""The Lion King 1½"") - From ""The Lion King""/Soundtrack",Nathan Lane;Ernie Sabella;Jason Weaver;Joseph Williams,disney,0.597,0.441,-7.958,0.113,0.657,212346,0.573,0.123,31,Children's/Disney
26854,The Games,Walt's Piano,disney,0.259,0.782,-15.865,0.0765,0.852,69120,0.987,0.127,18,Children's/Disney
26855,Birmingham,Randy Newman,disney,0.277,0.623,-13.038,0.134,0.484,141360,0.969,0.0413,19,Children's/Disney
26856,Le baiser,Alan Menken;Disney,disney,0.0652,0.226,-26.82,0.0705,0.0957,110933,0.886,0.0409,19,Children's/Disney
26857,"Prologue - From ""Tangled""/Score",Donna Murphy;Delaney Stein,disney,0.18,0.166,-16.531,0.242,0.17,122573,0.874,0.0331,42,Children's/Disney
26858,A Star Is Born,Cheryl Freeman;LaChanze;Vaneese Thomas;Lillias White;Roz Ryan;Disney,disney,0.833,0.681,-6.248,0.391,0.725,124200,0.382,0.0847,56,Children's/Disney
26859,Bibbidi-Bobbidi-Boo (The Magic Song) - Soundtrack,Verna Felton,disney,0.512,0.538,-8.697,0.273,0.855,78240,0.947,0.0638,19,Children's/Disney
26860,Grow For Me - 1982 Original Cast,Alan Menken;Howard Ashman;Lee Wilkof,disney,0.391,0.656,-13.432,0.515,0.625,139493,0.755,0.134,20,Children's/Disney
26861,Jesus Loves Me,Jon Sarta,disney,0.0871,0.621,-17.046,0.0974,0.15,169770,0.991,0.0364,18,Children's/Disney
26862,Let's Burn Down the Cornfield,Randy Newman,disney,0.0218,0.685,-31.351,0.101,0.251,185373,0.637,0.0379,19,Children's/Disney
26863,Main Title - Dumbo,Frank Churchill;Oliver Wallace,disney,0.722,0.635,-10.662,0.308,0.815,109000,0.891,0.0925,19,Children's/Disney
26864,The Mad Tea Party / The Unbirthday Song / Twinkle Twinkle / Clean Cup Move Down / Mad Watch,Kathryn Beaumont;Edwynn;James Macdonald;Jerry Colonna,disney,0.168,0.572,-14.255,0.127,0.302,271226,0.956,0.107,53,Children's/Disney
26865,Der nächste Schritt - Instrumental,Kristen Anderson-Lopez;Robert Lopez,disney,0.073,0.165,-19.512,0.472,0.0399,216653,0.814,0.0378,18,Children's/Disney
26866,Now (It's Just The Gas) - 1982 Original Cast,Alan Menken;Lee Wilkof;Franc Luz,disney,0.523,0.679,-12.638,0.27,0.52,141240,0.668,0.503,20,Children's/Disney
26867,Fogos de Artifícios,Alan Menken;Disney,disney,0.0651,0.224,-22.713,0.188,0.0936,38040,0.521,0.0469,20,Children's/Disney
26868,Jiga,Alan Menken;Disney,disney,0.309,0.792,-10.573,0.489,0.758,94573,0.698,0.0423,19,Children's/Disney
